repository,stars,creation_date,last_update_date,primary_language,total_releases,accepted_pull_requests,total_issues,closed_issues,repository_age_days,days_since_last_update,closed_issues_ratio
jaredpalmer/formik,34285,2017-06-14 19:50:59+00:00,2024-10-18 03:18:36+00:00,TypeScript,196,829,2260,1558,2992,309,0.6893805309734513
huiyadanli/RevokeMsgPatcher,34260,2019-07-21 15:12:52+00:00,2025-08-15 14:56:42+00:00,C#,21,11,894,834,2225,8,0.9328859060402684
xitu/gold-miner,34245,2015-11-04 03:29:13+00:00,2024-04-17 09:44:37+00:00,N/A,0,3563,5601,5592,3580,493,0.998393144081414
karpathy/LLM101n,34244,2024-05-27 00:23:38+00:00,2024-08-01 01:20:33+00:00,N/A,0,0,0,0,453,387,0.0
ManimCommunity/manim,34236,2020-05-19 02:37:13+00:00,2025-08-21 20:59:47+00:00,Python,29,1926,1682,1308,1922,1,0.7776456599286563
geekan/HowToLiveLonger,34206,2022-04-16 04:15:18+00:00,2025-05-19 14:10:41+00:00,N/A,0,14,138,103,1225,96,0.7463768115942029
zenorocha/clipboard.js,34159,2015-09-18 23:04:55+00:00,2025-08-06 18:47:39+00:00,JavaScript,42,117,629,618,3626,17,0.9825119236883942
portainer/portainer,34156,2016-05-19 20:15:28+00:00,2025-08-23 13:11:13+00:00,TypeScript,162,4777,5899,5281,3383,0,0.8952364807594507
myshell-ai/OpenVoice,34136,2023-11-29 12:17:01+00:00,2025-04-19 16:00:00+00:00,Python,0,17,316,67,633,126,0.2120253164556962
llvm/llvm-project,34116,2016-12-07 09:39:33+00:00,2025-08-23 20:21:14+00:00,LLVM,136,55833,86541,60223,3181,0,0.6958898094544782
solidjs/solid,34099,2018-04-24 16:36:27+00:00,2025-08-13 17:14:50+00:00,TypeScript,35,385,1096,996,2678,10,0.9087591240875912
testerSunshine/12306,34049,2017-05-17 12:23:40+00:00,2023-04-02 03:19:43+00:00,Python,1,31,691,466,3020,874,0.6743849493487699
jaywcjlove/linux-command,34041,2016-11-12 15:44:26+00:00,2025-08-21 05:47:21+00:00,Markdown,31,356,207,133,3206,2,0.642512077294686
atlassian/react-beautiful-dnd,34031,2017-08-09 03:37:15+00:00,2025-08-18 04:35:31+00:00,JavaScript,68,530,1617,1045,2936,5,0.6462585034013606
typicode/husky,34019,2014-06-23 12:14:21+00:00,2024-11-26 00:20:16+00:00,JavaScript,80,262,1089,1016,4079,270,0.9329660238751147
laravel/framework,33993,2013-01-10 21:27:28+00:00,2025-08-22 14:22:43+00:00,PHP,855,16634,18872,18828,4607,1,0.9976685036032217
anoma/anoma,33884,2021-02-02 10:00:16+00:00,2025-08-14 14:27:56+00:00,Elixir,10,856,699,578,1663,9,0.82689556509299
python-poetry/poetry,33873,2018-02-28 15:23:47+00:00,2025-08-19 17:54:40+00:00,Python,142,2331,6232,5713,2733,4,0.9167201540436457
xkcoding/spring-boot-demo,33850,2017-11-10 06:27:29+00:00,2024-07-24 02:02:52+00:00,Java,0,15,173,73,2843,395,0.42196531791907516
geekcomputers/Python,33786,2011-11-30 09:04:08+00:00,2025-08-23 07:25:13+00:00,Python,0,1855,486,149,5015,0,0.3065843621399177
zsh-users/zsh-autosuggestions,33660,2013-10-26 16:09:37+00:00,2025-06-24 16:15:03+00:00,Shell,0,116,612,458,4319,60,0.7483660130718954
shadowsocks/shadowsocks,33652,2012-04-20 13:10:49+00:00,2024-04-01 09:07:32+00:00,Python,2,70,0,0,4873,509,0.0
halfrost/LeetCode-Go,33642,2017-07-18 00:06:14+00:00,2024-12-11 05:55:51+00:00,Go,4,178,80,64,2958,255,0.8
Blankj/AndroidUtilCode,33620,2016-07-30 18:18:32+00:00,2024-08-15 10:38:10+00:00,Java,117,88,1589,1280,3311,373,0.8055380742605412
alibaba/easyexcel,33586,2018-02-06 03:14:08+00:00,2024-10-29 06:07:07+00:00,Java,14,190,3619,3131,2755,298,0.8651561204752695
TheAlgorithms/JavaScript,33539,2017-07-13 06:12:33+00:00,2025-01-22 07:00:31+00:00,JavaScript,0,795,209,200,2963,213,0.9569377990430622
AFNetworking/AFNetworking,33536,2011-05-31 21:28:44+00:00,2023-01-17 19:30:05+00:00,Objective-C,40,710,0,0,5197,949,0.0
deepseek-ai/awesome-deepseek-integration,33534,2024-01-11 02:43:17+00:00,2025-05-13 09:05:21+00:00,N/A,0,230,127,39,590,102,0.30708661417322836
zxing/zxing,33533,2011-10-12 14:07:27+00:00,2025-08-18 08:46:16+00:00,Java,31,318,1325,1321,5064,5,0.9969811320754717
aseprite/aseprite,33456,2014-08-19 23:44:50+00:00,2025-08-21 18:33:34+00:00,C++,117,406,4290,2498,4021,2,0.5822843822843823
ShareX/ShareX,33454,2013-10-08 23:32:10+00:00,2025-08-23 19:41:04+00:00,C#,83,751,6887,6374,4336,0,0.9255118338899375
mattermost/mattermost,33442,2015-06-15 06:50:02+00:00,2025-08-23 16:58:53+00:00,TypeScript,847,19268,9047,8380,3722,0,0.9262739029512546
veggiemonk/awesome-docker,33421,2014-09-21 17:01:48+00:00,2025-08-06 16:26:29+00:00,N/A,1,939,130,127,3989,17,0.9769230769230769
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,33354,2015-03-28 16:52:40+00:00,2025-01-01 19:14:38+00:00,JavaScript,0,98,29,20,3801,234,0.6896551724137931
ehang-io/nps,33321,2018-11-04 13:22:51+00:00,2024-05-30 03:51:08+00:00,Go,59,74,1200,697,2484,450,0.5808333333333333
Pythagora-io/gpt-pilot,33311,2023-08-16 11:56:07+00:00,2025-03-04 06:26:32+00:00,Python,0,393,550,314,738,172,0.5709090909090909
XX-net/XX-Net,33304,2015-01-15 09:35:51+00:00,2025-04-08 22:17:05+00:00,Python,388,363,13335,5418,3873,136,0.4062992125984252
exelban/stats,33298,2019-05-29 19:24:56+00:00,2025-08-23 20:13:25+00:00,Swift,301,409,2182,2154,2278,0,0.9871677360219981
jax-ml/jax,33253,2018-10-25 21:25:02+00:00,2025-08-23 08:10:16+00:00,Python,126,15108,6477,4880,2493,0,0.7534352323606608
carbon-language/carbon-lang,33161,2020-04-27 21:45:16+00:00,2025-08-23 04:32:01+00:00,C++,412,4357,714,560,1943,0,0.7843137254901961
adobe/brackets,33158,2011-12-07 21:14:40+00:00,2022-06-12 08:19:24+00:00,JavaScript,69,4332,9680,7063,5007,1168,0.7296487603305785
danielmiessler/Fabric,33156,2024-01-03 23:18:31+00:00,2025-08-20 16:37:52+00:00,JavaScript,248,435,744,637,597,3,0.8561827956989247
harness/harness,33119,2014-02-07 07:54:44+00:00,2025-08-22 12:17:07+00:00,Go,53,1047,2007,1933,4215,1,0.963129048330842
gulpjs/gulp,33064,2013-07-04 05:26:06+00:00,2025-06-01 21:52:54+00:00,JavaScript,24,411,1937,1908,4433,82,0.9850283944243676
immutable-js/immutable-js,33057,2014-07-02 06:02:29+00:00,2025-08-20 14:22:48+00:00,TypeScript,89,598,1262,1169,4070,3,0.9263074484944532
mifi/lossless-cut,33045,2016-10-30 10:49:56+00:00,2025-08-18 23:00:34+00:00,TypeScript,100,202,1634,1426,3219,4,0.8727050183598531
SeleniumHQ/selenium,33015,2013-01-14 21:40:56+00:00,2025-08-23 02:39:37+00:00,Java,108,3026,10935,10785,4603,0,0.9862825788751715
bilibili/ijkplayer,32997,2013-06-03 04:12:04+00:00,2024-08-13 00:53:33+00:00,C,0,35,5375,2548,4464,375,0.47404651162790695
hashicorp/vault,32988,2015-02-25 00:15:59+00:00,2025-08-22 23:18:33+00:00,Go,168,21302,6385,5244,3832,0,0.8212999216914644
qishibo/AnotherRedisDesktopManager,32980,2019-01-08 06:01:56+00:00,2025-06-18 14:50:05+00:00,JavaScript,53,152,1066,927,2419,66,0.8696060037523452
CMU-Perceptual-Computing-Lab/openpose,32941,2017-04-24 14:06:31+00:00,2024-08-03 01:59:11+00:00,C++,15,174,2004,1667,3043,385,0.8318363273453094
lllyasviel/ControlNet,32937,2023-02-01 02:43:30+00:00,2024-02-25 09:49:39+00:00,Python,0,4,569,138,934,545,0.24253075571177504
PatrickJS/awesome-cursorrules,32931,2024-09-16 15:38:38+00:00,2025-08-17 18:54:26+00:00,MDX,0,64,42,8,341,6,0.19047619047619047
YunaiV/ruoyi-vue-pro,32912,2021-01-24 03:18:25+00:00,2025-08-20 13:38:57+00:00,Java,44,62,648,645,1672,3,0.9953703703703703
shadowsocks/ShadowsocksX-NG,32822,2016-06-10 11:49:00+00:00,2024-10-29 12:19:30+00:00,Swift,30,64,1358,1050,3361,298,0.7731958762886598
bayandin/awesome-awesomeness,32813,2014-07-08 05:44:19+00:00,2024-06-02 22:46:41+00:00,Ruby,0,197,68,52,4064,446,0.7647058823529411
lib-pku/libpku,32710,2018-11-22 13:33:06+00:00,2022-01-05 04:09:27+00:00,TeX,0,22,43,32,2466,1326,0.7441860465116279
TheAlgorithms/C-Plus-Plus,32675,2016-07-16 10:19:45+00:00,2025-08-23 14:47:20+00:00,C++,0,687,321,311,3325,0,0.9688473520249221
AmruthPillai/Reactive-Resume,32674,2020-03-25 14:08:22+00:00,2025-08-23 00:10:51+00:00,TypeScript,95,633,1568,1248,1977,0,0.7959183673469388
qbittorrent/qBittorrent,32644,2012-02-04 09:37:46+00:00,2025-08-22 19:21:29+00:00,C++,0,3932,16853,14550,4949,1,0.8633477719100456
swc-project/swc,32630,2017-12-22 11:40:14+00:00,2025-08-23 11:56:26+00:00,Rust,714,5598,3975,3576,2801,0,0.8996226415094339
facebookresearch/detectron2,32626,2019-09-05 21:30:20+00:00,2025-08-13 17:43:25+00:00,Python,10,0,3556,3091,2178,10,0.8692350956130483
alan2207/bulletproof-react,32532,2021-05-30 14:47:16+00:00,2025-04-16 06:04:21+00:00,TypeScript,0,70,115,77,1546,129,0.6695652173913044
DataTalksClub/data-engineering-zoomcamp,32455,2021-10-21 09:32:50+00:00,2025-07-17 09:55:25+00:00,Jupyter Notebook,0,395,136,134,1402,37,0.9852941176470589
pnpm/pnpm,32450,2016-01-28 07:40:43+00:00,2025-08-23 18:07:28+00:00,TypeScript,1000,2676,4896,3016,3495,0,0.6160130718954249
jqlang/jq,32448,2012-07-18 19:57:25+00:00,2025-08-18 09:06:57+00:00,C,15,640,2283,1920,4784,5,0.8409986859395532
certbot/certbot,32408,2014-11-12 02:52:20+00:00,2025-08-22 18:42:32+00:00,Python,62,4005,5465,5340,3937,1,0.9771271729185728
pbatard/rufus,32366,2011-11-19 19:12:05+00:00,2025-07-29 17:00:05+00:00,C,84,1,2511,2503,5026,25,0.9968140183193946
drawdb-io/drawdb,32345,2023-07-16 17:09:20+00:00,2025-08-23 18:44:45+00:00,JavaScript,0,234,241,157,769,0,0.6514522821576764
ibraheemdev/modern-unix,32314,2021-01-12 00:50:14+00:00,2024-09-10 19:48:56+00:00,N/A,0,15,83,30,1684,347,0.3614457831325301
refinedev/refine,32308,2021-01-20 12:01:32+00:00,2025-08-22 13:41:01+00:00,TypeScript,1000,4426,1656,1623,1676,1,0.980072463768116
pcottle/learnGitBranching,32274,2012-08-13 22:36:09+00:00,2025-08-21 22:01:34+00:00,JavaScript,0,606,516,467,4757,1,0.9050387596899225
google/material-design-lite,32266,2015-01-14 22:01:33+00:00,2025-03-11 00:13:36+00:00,HTML,14,655,2195,1813,3873,165,0.8259681093394078
gchq/CyberChef,32262,2016-11-28 10:34:07+00:00,2025-08-06 08:54:32+00:00,JavaScript,447,510,1058,626,3190,17,0.5916824196597353
xinntao/Real-ESRGAN,32251,2021-07-19 03:23:30+00:00,2024-08-06 13:15:18+00:00,Python,10,21,727,171,1496,382,0.23521320495185694
duckdb/duckdb,32244,2018-06-26 15:04:45+00:00,2025-08-22 17:53:50+00:00,C++,51,8213,6123,5661,2615,1,0.924546790788829
CorentinTh/it-tools,32235,2020-04-05 11:50:24+00:00,2025-08-19 13:41:18+00:00,Vue,10,491,618,200,1966,4,0.32362459546925565
SerenityOS/serenity,32234,2018-12-02 19:28:41+00:00,2025-08-23 14:25:46+00:00,C++,0,19529,4249,3522,2456,0,0.8289009178630266
explosion/spaCy,32224,2014-07-03 15:15:40+00:00,2025-05-28 15:28:05+00:00,Python,129,3590,5718,5550,4069,87,0.9706190975865687
beego/beego,32216,2012-02-29 02:32:08+00:00,2025-08-21 13:09:19+00:00,Go,42,1325,3374,3366,4924,2,0.997628927089508
agno-agi/agno,32197,2022-05-04 15:23:02+00:00,2025-08-23 20:02:50+00:00,Python,86,1754,1268,1143,1207,0,0.9014195583596214
directus/directus,32170,2012-12-12 01:35:36+00:00,2025-08-23 15:07:01+00:00,TypeScript,342,8089,9360,9060,4637,0,0.967948717948718
ueberdosis/tiptap,32158,2018-08-20 19:58:58+00:00,2025-08-23 16:06:08+00:00,TypeScript,899,1260,3238,2540,2560,0,0.7844348363187152
lizongying/my-tv,32152,2023-12-04 12:18:39+00:00,2024-06-20 06:21:11+00:00,C,72,11,919,774,628,429,0.8422198041349293
mckaywrigley/chatbot-ui,32141,2023-03-11 14:53:14+00:00,2024-08-03 00:38:07+00:00,TypeScript,0,280,993,817,896,385,0.8227593152064451
The-Run-Philosophy-Organization/run,32100,2022-04-10 05:42:40+00:00,2024-07-31 03:44:51+00:00,N/A,0,171,256,214,1231,388,0.8359375
TabbyML/tabby,31998,2023-03-16 09:18:01+00:00,2025-08-19 20:03:43+00:00,Rust,241,2969,937,733,891,4,0.7822838847385272
CherryHQ/cherry-studio,31997,2024-05-24 01:56:26+00:00,2025-08-23 10:59:29+00:00,TypeScript,192,1944,6352,5809,456,0,0.9145151133501259
balena-io/etcher,31967,2015-10-27 16:53:23+00:00,2025-07-29 12:17:38+00:00,TypeScript,289,1731,2381,1823,3588,25,0.7656446871062579
alibaba/nacos,31965,2018-06-15 06:49:27+00:00,2025-08-21 15:24:26+00:00,Java,84,3156,9153,8903,2626,2,0.9726865508576423
Chanzhaoyu/chatgpt-web,31939,2023-02-09 03:21:37+00:00,2024-08-16 15:26:57+00:00,Vue,43,159,1747,1747,926,372,1.0
pathwaycom/pathway,31892,2022-11-27 13:01:14+00:00,2025-08-23 03:35:37+00:00,Python,75,5,97,53,1000,0,0.5463917525773195
yewstack/yew,31889,2017-12-16 14:19:02+00:00,2025-08-22 03:55:20+00:00,Rust,35,1802,1256,1143,2807,1,0.910031847133758
RSSNext/Folo,31874,2024-04-08 03:23:35+00:00,2025-08-23 18:48:14+00:00,TypeScript,70,1255,2245,2046,502,0,0.9113585746102449
chatanywhere/GPT_API_free,31852,2023-04-23 12:42:08+00:00,2025-08-08 11:10:19+00:00,Python,0,1,377,353,853,15,0.9363395225464191
vercel/swr,31852,2019-10-28 18:16:01+00:00,2025-08-11 15:20:44+00:00,TypeScript,123,795,959,817,2126,12,0.8519290928050052
ziadoz/awesome-php,31831,2013-11-26 03:14:19+00:00,2025-05-12 08:36:08+00:00,N/A,0,453,153,152,4288,103,0.9934640522875817
v2fly/v2ray-core,31801,2019-04-15 10:05:54+00:00,2025-08-20 22:23:00+00:00,Go,111,909,1041,1002,2322,2,0.962536023054755
Trinea/android-open-project,31793,2014-01-05 15:20:15+00:00,2025-08-02 15:31:51+00:00,N/A,0,204,86,75,4248,21,0.872093023255814
binarywang/WxJava,31787,2016-01-06 08:24:05+00:00,2025-08-08 10:25:32+00:00,Java,30,1053,2371,2307,3517,15,0.9730071699704765
mpv-player/mpv,31781,2012-10-13 08:08:44+00:00,2025-08-23 14:59:41+00:00,C,87,3502,10548,9644,4697,0,0.9142965491088358
vnpy/vnpy,31773,2015-03-02 03:36:58+00:00,2025-07-31 04:51:57+00:00,Python,64,1055,2128,2110,3827,23,0.9915413533834586
shardeum/shardeum,31767,2024-04-16 22:37:25+00:00,2025-08-21 20:25:16+00:00,TypeScript,0,325,38,33,493,2,0.868421052631579
facebookresearch/fairseq,31738,2017-08-29 16:26:12+00:00,2025-06-10 21:41:39+00:00,Python,16,234,4247,3056,2916,73,0.7195667530021191
hasura/graphql-engine,31668,2018-06-18 07:57:36+00:00,2025-08-21 08:39:11+00:00,TypeScript,294,2110,6380,4145,2623,2,0.6496865203761756
zeromicro/go-zero,31663,2020-08-07 15:37:57+00:00,2025-08-22 15:34:21+00:00,Go,140,2321,1868,1643,1842,1,0.8795503211991434
yunjey/pytorch-tutorial,31648,2017-03-10 07:41:47+00:00,2023-08-15 10:17:50+00:00,Python,0,28,180,114,3088,739,0.6333333333333333
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,31624,2023-03-27 09:59:10+00:00,2024-11-24 15:09:44+00:00,Python,7,475,1920,1299,880,272,0.6765625
mouredev/Hello-Python,31620,2022-08-03 17:14:53+00:00,2025-08-11 12:00:01+00:00,Python,0,0,293,275,1116,12,0.9385665529010239
open-mmlab/mmdetection,31601,2018-08-22 07:06:06+00:00,2024-08-21 02:01:07+00:00,Python,53,2359,8497,6746,2558,367,0.7939272684476875
floating-ui/floating-ui,31589,2016-03-29 17:00:47+00:00,2025-08-21 06:33:46+00:00,TypeScript,497,1190,1456,1429,3434,2,0.9814560439560439
qier222/YesPlayMusic,31543,2020-10-09 10:04:21+00:00,2025-06-30 07:30:10+00:00,Vue,31,288,1799,1191,1779,54,0.6620344635908838
remix-run/remix,31539,2020-10-26 19:57:28+00:00,2025-08-22 02:52:42+00:00,TypeScript,175,3441,2606,2602,1762,1,0.9984650805832693
niklasvh/html2canvas,31493,2011-07-16 01:05:58+00:00,2024-07-18 07:26:56+00:00,TypeScript,45,186,2621,1660,5152,401,0.6333460511255246
kuchin/awesome-cto,31482,2016-12-16 19:22:18+00:00,2025-08-03 09:52:36+00:00,N/A,0,18,11,11,3172,20,1.0
amix/vimrc,31442,2012-05-29 16:19:29+00:00,2024-10-06 08:26:02+00:00,Vim Script,0,107,522,510,4834,321,0.9770114942528736
labstack/echo,31441,2015-03-01 17:43:01+00:00,2025-08-12 08:57:52+00:00,Go,109,592,1465,1392,3828,11,0.9501706484641638
ReactiveX/rxjs,31429,2015-03-15 06:17:10+00:00,2025-02-23 20:54:32+00:00,TypeScript,2,2588,3160,2940,3814,180,0.930379746835443
airbnb/lottie-web,31367,2015-02-20 21:02:59+00:00,2025-07-07 09:33:03+00:00,JavaScript,0,136,2894,2125,3836,47,0.7342778161713891
IceWhaleTech/CasaOS,31365,2021-09-26 02:33:09+00:00,2025-08-06 08:54:04+00:00,Go,97,274,1557,880,1427,17,0.565189466923571
microsoft/MS-DOS,31355,2018-06-25 18:26:02+00:00,2024-04-25 22:32:47+00:00,Assembly,0,37,0,0,2616,484,0.0
servo/servo,31338,2012-02-08 19:07:25+00:00,2025-08-23 16:26:36+00:00,HTML,0,20540,14014,11016,4945,0,0.7860710717853575
lutzroeder/netron,31247,2010-12-26 12:53:43+00:00,2025-08-23 10:21:37+00:00,JavaScript,3,1,1222,1201,5354,0,0.9828150572831423
xyflow/xyflow,31228,2019-07-15 14:47:30+00:00,2025-08-20 14:56:12+00:00,TypeScript,350,1402,2270,2187,2231,3,0.9634361233480176
cockroachdb/cockroach,31208,2014-02-06 00:18:47+00:00,2025-08-23 18:04:45+00:00,Go,0,67708,75741,69317,4216,0,0.915184642399757
backstage/backstage,31186,2020-01-24 22:39:49+00:00,2025-08-23 12:04:10+00:00,TypeScript,443,18970,7060,6695,2037,0,0.9483002832861189
OpenCut-app/OpenCut,31161,2025-06-22 08:02:17+00:00,2025-08-23 09:01:14+00:00,TypeScript,0,179,185,72,62,0,0.3891891891891892
cursor/cursor,31135,2023-03-12 00:19:42+00:00,2024-10-13 19:23:26+00:00,N/A,0,46,3243,1213,895,314,0.374036386062288
mli/paper-reading,31122,2021-10-22 06:34:51+00:00,2025-03-22 03:49:35+00:00,N/A,0,15,0,0,1401,154,0.0
anthropics/claude-code,31084,2025-02-22 17:41:21+00:00,2025-08-23 01:30:54+00:00,TypeScript,0,59,6236,3568,182,0,0.5721616420782553
google-ai-edge/mediapipe,31071,2019-06-13 19:16:41+00:00,2025-08-22 21:43:20+00:00,C++,63,201,5472,5029,2263,0,0.9190423976608187
ianstormtaylor/slate,31055,2016-06-18 01:52:42+00:00,2025-08-21 15:43:01+00:00,TypeScript,203,1938,3198,2528,3353,2,0.7904940587867417
mqyqingfeng/Blog,31046,2017-03-13 10:04:33+00:00,2025-03-12 12:27:25+00:00,N/A,0,3,361,100,3085,164,0.2770083102493075
dokku/dokku,31044,2013-06-08 10:26:57+00:00,2025-08-23 20:15:02+00:00,Shell,302,4166,2799,2753,4459,0,0.98356555912826
lovell/sharp,31021,2013-08-19 20:24:24+00:00,2025-08-22 19:02:21+00:00,JavaScript,99,302,3981,3865,4387,1,0.9708615925646822
0xAX/linux-insides,30990,2015-01-03 18:44:57+00:00,2025-08-09 20:57:17+00:00,Python,0,579,189,153,3885,13,0.8095238095238095
mathiasbynens/dotfiles,30961,2011-09-05 18:07:54+00:00,2024-08-05 19:06:13+00:00,Shell,0,44,392,254,5101,383,0.6479591836734694
coolsnowwolf/lede,30930,2017-09-06 07:39:03+00:00,2025-08-23 10:38:16+00:00,C,6,2020,9153,8388,2908,0,0.9164208456243854
MonitorControl/MonitorControl,30929,2017-09-16 21:13:40+00:00,2025-07-25 21:43:11+00:00,Swift,26,216,983,968,2897,28,0.9847405900305188
ocrmypdf/OCRmyPDF,30913,2013-12-20 08:26:28+00:00,2025-08-18 20:43:41+00:00,Python,41,153,1269,1137,4264,4,0.8959810874704491
filebrowser/filebrowser,30906,2015-09-11 21:21:58+00:00,2025-08-22 07:02:05+00:00,Go,97,608,2748,2727,3633,1,0.99235807860262
schollz/croc,30894,2017-10-17 15:20:18+00:00,2025-08-12 17:16:51+00:00,Go,175,236,540,530,2867,11,0.9814814814814815
blueimp/jQuery-File-Upload,30891,2010-12-01 15:35:32+00:00,2023-05-25 09:11:07+00:00,PHP,0,119,3307,3258,5379,821,0.9851829452676142
vadimdemedes/ink,30889,2017-06-12 06:12:28+00:00,2025-08-21 19:52:01+00:00,TypeScript,63,235,375,302,2994,2,0.8053333333333333
1Panel-dev/1Panel,30881,2022-07-19 15:44:52+00:00,2025-08-22 14:37:53+00:00,Go,96,3823,5399,4777,1131,1,0.8847934802741249
kubernetes/minikube,30850,2016-04-15 22:38:35+00:00,2025-08-23 02:52:46+00:00,Go,151,8793,10120,9608,3416,0,0.9494071146245059
paperless-ngx/paperless-ngx,30825,2022-02-12 21:56:52+00:00,2025-08-23 11:01:14+00:00,Python,123,2569,2107,2107,1287,0,1.0
derailed/k9s,30813,2019-01-25 18:46:02+00:00,2025-08-23 13:46:11+00:00,Go,248,839,2139,1731,2402,0,0.8092566619915849
XTLS/Xray-core,30792,2020-11-09 11:23:10+00:00,2025-08-23 16:29:15+00:00,Go,90,1015,2555,2543,1748,0,0.9953033268101761
khoj-ai/khoj,30784,2021-08-16 01:48:44+00:00,2025-08-23 19:13:51+00:00,Python,159,475,552,476,1468,0,0.8623188405797102
apache/kafka,30734,2011-08-15 18:06:16+00:00,2025-08-23 19:43:19+00:00,Java,0,11814,0,0,5122,0,0.0
alibaba/p3c,30725,2017-06-23 06:15:51+00:00,2024-08-06 08:22:02+00:00,Kotlin,0,62,858,697,2983,382,0.8123543123543123
codex-team/editor.js,30722,2015-11-28 20:56:35+00:00,2025-04-30 16:52:33+00:00,TypeScript,102,863,1521,922,3555,115,0.6061801446416831
fish-shell/fish-shell,30717,2012-05-10 03:00:55+00:00,2025-08-23 11:41:10+00:00,Rust,48,2146,7665,7186,4853,0,0.9375081539465101
awesome-foss/awesome-sysadmin,30702,2014-12-23 08:41:22+00:00,2025-07-27 09:54:59+00:00,N/A,0,329,102,88,3896,27,0.8627450980392157
donnemartin/interactive-coding-challenges,30689,2015-04-28 21:36:39+00:00,2024-05-08 23:07:36+00:00,Python,0,176,69,32,3769,471,0.463768115942029
SortableJS/Sortable,30674,2013-12-19 10:10:13+00:00,2025-05-29 19:31:47+00:00,JavaScript,30,248,1817,1344,4265,86,0.7396807925151349
juanfont/headscale,30669,2020-06-21 09:21:05+00:00,2025-08-23 18:43:49+00:00,Go,124,1057,1093,1000,1889,0,0.9149130832570905
Textualize/textual,30625,2021-04-08 15:24:47+00:00,2025-08-21 09:42:57+00:00,Python,185,2177,2260,2075,1598,2,0.918141592920354
google/comprehensive-rust,30612,2022-12-21 15:17:24+00:00,2025-08-22 21:03:09+00:00,Rust,0,2174,345,235,976,0,0.6811594202898551
ityouknow/spring-boot-examples,30577,2016-11-05 05:32:33+00:00,2023-11-18 16:32:16+00:00,Java,0,7,109,99,3213,644,0.908256880733945
k3s-io/k3s,30577,2018-05-31 01:37:46+00:00,2025-08-22 17:23:30+00:00,Go,885,4069,6946,6832,2641,1,0.9835876763604953
microsoft/calculator,30553,2019-01-28 17:55:49+00:00,2025-08-20 09:41:17+00:00,C++,0,899,1113,717,2399,3,0.6442048517520216
utmapp/UTM,30546,2019-04-12 16:09:24+00:00,2025-08-19 21:25:23+00:00,Swift,122,266,3424,2540,2325,3,0.741822429906542
nextcloud/server,30546,2016-06-02 07:44:14+00:00,2025-08-23 17:04:09+00:00,PHP,350,28175,20213,17948,3369,0,0.8879434027605996
influxdata/influxdb,30522,2013-09-26 14:31:10+00:00,2025-08-22 22:54:58+00:00,Rust,93,10607,14018,11958,4349,0,0.8530460836067912
symfony/symfony,30507,2010-01-04 14:21:21+00:00,2025-08-23 06:38:47+00:00,PHP,555,24307,21234,20690,5710,0,0.974380710181784
parallax/jsPDF,30501,2009-12-06 14:56:32+00:00,2025-08-21 11:45:29+00:00,JavaScript,35,718,2559,2445,5739,2,0.9554513481828839
huggingface/diffusers,30452,2022-05-30 16:04:02+00:00,2025-08-23 16:49:14+00:00,Python,86,5005,4978,4414,1181,0,0.8867014865407794
microsoft/Data-Science-For-Beginners,30419,2021-03-03 16:30:15+00:00,2025-08-23 20:20:48+00:00,Jupyter Notebook,0,314,119,95,1634,0,0.7983193277310925
gkd-kit/gkd,30415,2023-07-04 03:59:15+00:00,2025-08-23 13:49:04+00:00,Kotlin,53,6,661,648,781,0,0.9803328290468987
openai/CLIP,30407,2020-12-16 11:24:42+00:00,2024-07-23 01:30:44+00:00,Jupyter Notebook,0,28,435,193,1711,396,0.4436781609195402
TriliumNext/Trilium,30399,2017-05-23 00:30:20+00:00,2025-08-23 19:14:53+00:00,TypeScript,334,628,4578,3494,3014,0,0.763215377894277
ascoders/weekly,30378,2017-03-20 06:10:04+00:00,2024-09-09 01:39:37+00:00,JavaScript,193,136,366,363,3078,348,0.9918032786885246
webtorrent/webtorrent,30369,2013-10-15 08:16:40+00:00,2025-08-19 14:35:07+00:00,JavaScript,228,963,1663,1598,4330,4,0.9609140108238123
exo-explore/exo,30361,2024-06-24 18:36:22+00:00,2025-03-21 22:23:32+00:00,Python,12,207,508,146,425,154,0.2874015748031496
facebook/rocksdb,30354,2012-11-30 06:16:18+00:00,2025-08-23 06:26:01+00:00,C++,206,609,3407,2636,4649,0,0.7737012034047549
medusajs/medusa,30354,2020-01-18 13:39:04+00:00,2025-08-23 18:42:05+00:00,TypeScript,128,7471,3269,3171,2044,0,0.9700214132762313
fabricjs/fabric.js,30339,2010-06-09 22:24:38+00:00,2025-08-23 15:06:45+00:00,TypeScript,174,2343,6184,5761,5553,0,0.9315976714100905
umami-software/umami,30335,2020-07-17 07:59:00+00:00,2025-08-23 10:05:52+00:00,TypeScript,99,799,1839,1763,1863,0,0.958673191952148
layui/layui,30332,2015-09-22 08:12:03+00:00,2025-07-31 07:28:42+00:00,JavaScript,158,590,1365,1298,3623,23,0.9509157509157509
iawia002/lux,30331,2018-02-24 11:29:03+00:00,2025-07-02 05:55:20+00:00,Go,86,300,1060,540,2737,52,0.5094339622641509
Binaryify/NeteaseCloudMusicApi,30320,2016-06-22 11:58:03+00:00,2024-02-28 02:47:42+00:00,N/A,0,292,1337,1190,3349,542,0.8900523560209425
